transcript_id,date,call_type,account_segment,source,transcript_text
SYN-079,2026-03-24,external,Mid-Market,synthetic_take_home_bootstrap,"Sam: Thanks for joining. I want to focus on champion, adoption, use case.
Riley: The analytics team is seeing value and wants training for two more business units.
Sam: The CSM documented the expansion path and offered a champion enablement session.
Riley: The most important next step is clear ownership and a timeline.
Sam: I will summarize actions, owners, and risks in the follow-up note."
SYN-080,2026-03-25,external,Strategic,synthetic_take_home_bootstrap,"Casey: Thanks for joining. I want to focus on use case, value, training.
Devon: The analytics team is seeing value and wants training for two more business units.
Casey: The CSM documented the expansion path and offered a champion enablement session.
Devon: The most important next step is clear ownership and a timeline.
Casey: I will summarize actions, owners, and risks in the follow-up note."
SYN-081,2026-03-26,external,Strategic,synthetic_take_home_bootstrap,"Sam: Thanks for joining. I want to focus on adoption, use case, expansion.
Riley: The analytics team is seeing value and wants training for two more business units.
Sam: The CSM documented the expansion path and offered a champion enablement session.
Riley: The most important next step is clear ownership and a timeline.
Sam: I will summarize actions, owners, and risks in the follow-up note."
SYN-082,2026-03-27,external,Commercial,synthetic_take_home_bootstrap,"Morgan: Thanks for joining. I want to focus on API, integration, feature request.
Devon: The product works, but the missing API integration limits adoption in finance.
Morgan: The account team captured the feature request and asked product to validate roadmap fit.
Devon: The most important next step is clear ownership and a timeline.
Morgan: I will summarize actions, owners, and risks in the follow-up note."
SYN-083,2026-03-28,internal,Enterprise,synthetic_take_home_bootstrap,"Jordan: Thanks for joining. I want to focus on product area, customer evidence, insight.
Sam: Product managers reviewed recurring feedback and found repeated friction in onboarding.
Jordan: The team grouped customer evidence by product area and created recommendations for the next sprint.
Sam: The most important next step is clear ownership and a timeline.
Jordan: I will summarize actions, owners, and risks in the follow-up note."
SYN-084,2026-03-29,support,Strategic,synthetic_take_home_bootstrap,"Sam: Thanks for joining. I want to focus on setup, workflow, configuration.
Morgan: The approval workflow is powerful, but permissions are confusing for regional admins.
Sam: Support walked through the configuration and tagged the product team on the export issue.
Morgan: The most important next step is clear ownership and a timeline.
Sam: I will summarize actions, owners, and risks in the follow-up note."
SYN-085,2026-03-30,external,Commercial,synthetic_take_home_bootstrap,"Casey: Thanks for joining. I want to focus on cancel, competitor, renewal.
Devon: The renewal is at risk because budget is tight and a competitor promised faster onboarding.
Casey: The account manager proposed an executive review and success plan before procurement starts.
Devon: The most important next step is clear ownership and a timeline.
Casey: I will summarize actions, owners, and risks in the follow-up note."
SYN-086,2026-03-31,external,Enterprise,synthetic_take_home_bootstrap,"Taylor: Thanks for joining. I want to focus on value, adoption, champion.
Jordan: The analytics team is seeing value and wants training for two more business units.
Taylor: The CSM documented the expansion path and offered a champion enablement session.
Jordan: The most important next step is clear ownership and a timeline.
Taylor: I will summarize actions, owners, and risks in the follow-up note."
SYN-087,2026-04-01,internal,Mid-Market,synthetic_take_home_bootstrap,"Riley: Thanks for joining. I want to focus on handoff, bug, escalation.
Devon: Internal teams disagreed on ownership while a high-priority customer escalation aged.
Riley: Engineering, support, and product aligned on the root cause and named a single owner.
Devon: The most important next step is clear ownership and a timeline.
Riley: I will summarize actions, owners, and risks in the follow-up note."
SYN-088,2026-04-02,support,Commercial,synthetic_take_home_bootstrap,"Jordan: Thanks for joining. I want to focus on setup, workflow, configuration.
Taylor: The approval workflow is powerful, but permissions are confusing for regional admins.
Jordan: Support walked through the configuration and tagged the product team on the export issue.
Taylor: The most important next step is clear ownership and a timeline.
Jordan: I will summarize actions, owners, and risks in the follow-up note."
SYN-089,2026-04-03,internal,Mid-Market,synthetic_take_home_bootstrap,"Jordan: Thanks for joining. I want to focus on escalation, root cause, handoff.
Devon: Internal teams disagreed on ownership while a high-priority customer escalation aged.
Jordan: Engineering, support, and product aligned on the root cause and named a single owner.
Devon: The most important next step is clear ownership and a timeline.
Jordan: I will summarize actions, owners, and risks in the follow-up note."
SYN-090,2026-04-04,external,Strategic,synthetic_take_home_bootstrap,"Sam: Thanks for joining. I want to focus on priority, integration, feature request.
Riley: The product works, but the missing API integration limits adoption in finance.
Sam: The account team captured the feature request and asked product to validate roadmap fit.
Riley: The most important next step is clear ownership and a timeline.
Sam: I will summarize actions, owners, and risks in the follow-up note."
SYN-091,2026-01-05,external,Mid-Market,synthetic_take_home_bootstrap,"Jordan: Thanks for joining. I want to focus on roadmap, dashboard, feature request.
Sam: The product works, but the missing API integration limits adoption in finance.
Jordan: The account team captured the feature request and asked product to validate roadmap fit.
Sam: The most important next step is clear ownership and a timeline.
Jordan: I will summarize actions, owners, and risks in the follow-up note."
SYN-092,2026-01-06,internal,Enterprise,synthetic_take_home_bootstrap,"Taylor: Thanks for joining. I want to focus on roadmap, tradeoff, planning.
Casey: The planning discussion centered on tradeoffs between roadmap commitments and reliability work.
Taylor: Leads agreed to reserve capacity for customer-impacting issues and publish the decision log.
Casey: The most important next step is clear ownership and a timeline.
Taylor: I will summarize actions, owners, and risks in the follow-up note."
SYN-093,2026-01-07,external,Strategic,synthetic_take_home_bootstrap,"Avery: Thanks for joining. I want to focus on use case, value, adoption.
Devon: The analytics team is seeing value and wants training for two more business units.
Avery: The CSM documented the expansion path and offered a champion enablement session.
Devon: The most important next step is clear ownership and a timeline.
Avery: I will summarize actions, owners, and risks in the follow-up note."
SYN-094,2026-01-08,external,Strategic,synthetic_take_home_bootstrap,"Devon: Thanks for joining. I want to focus on training, use case, value.
Taylor: The analytics team is seeing value and wants training for two more business units.
Devon: The CSM documented the expansion path and offered a champion enablement session.
Taylor: The most important next step is clear ownership and a timeline.
Devon: I will summarize actions, owners, and risks in the follow-up note."
SYN-095,2026-01-09,internal,Strategic,synthetic_take_home_bootstrap,"Devon: Thanks for joining. I want to focus on ownership, bug, root cause.
Riley: Internal teams disagreed on ownership while a high-priority customer escalation aged.
Devon: Engineering, support, and product aligned on the root cause and named a single owner.
Riley: The most important next step is clear ownership and a timeline.
Devon: I will summarize actions, owners, and risks in the follow-up note."
SYN-096,2026-01-10,external,Mid-Market,synthetic_take_home_bootstrap,"Jordan: Thanks for joining. I want to focus on cancel, budget, risk.
Riley: The renewal is at risk because budget is tight and a competitor promised faster onboarding.
Jordan: The account manager proposed an executive review and success plan before procurement starts.
Riley: The most important next step is clear ownership and a timeline.
Jordan: I will summarize actions, owners, and risks in the follow-up note."
SYN-097,2026-01-11,external,Commercial,synthetic_take_home_bootstrap,"Taylor: Thanks for joining. I want to focus on API, roadmap, integration.
Avery: The product works, but the missing API integration limits adoption in finance.
Taylor: The account team captured the feature request and asked product to validate roadmap fit.
Avery: The most important next step is clear ownership and a timeline.
Taylor: I will summarize actions, owners, and risks in the follow-up note."
SYN-098,2026-01-12,external,Strategic,synthetic_take_home_bootstrap,"Casey: Thanks for joining. I want to focus on expansion, champion, value.
Morgan: The analytics team is seeing value and wants training for two more business units.
Casey: The CSM documented the expansion path and offered a champion enablement session.
Morgan: The most important next step is clear ownership and a timeline.
Casey: I will summarize actions, owners, and risks in the follow-up note."
SYN-099,2026-01-13,external,Mid-Market,synthetic_take_home_bootstrap,"Jordan: Thanks for joining. I want to focus on priority, API, dashboard.
Morgan: The product works, but the missing API integration limits adoption in finance.
Jordan: The account team captured the feature request and asked product to validate roadmap fit.
Morgan: The most important next step is clear ownership and a timeline.
Jordan: I will summarize actions, owners, and risks in the follow-up note."
SYN-100,2026-01-14,external,Mid-Market,synthetic_take_home_bootstrap,"Devon: Thanks for joining. I want to focus on priority, API, dashboard.
Taylor: The product works, but the missing API integration limits adoption in finance.
Devon: The account team captured the feature request and asked product to validate roadmap fit.
Taylor: The most important next step is clear ownership and a timeline.
Devon: I will summarize actions, owners, and risks in the follow-up note."
